,DATE,SEX,AGE,AREA,INCOME,SEOUL,GYEONGI,BUSAN,CHUNGNAM,CHUNGBUK,GYEONGNAM,GYEONGBUK,JEONNAM,JEONBUK,GANGWON,JEJU
8650,20230529,0,4,8,3,2,2,2,3,2,2,2,2,2,3,2
8651,20230529,1,2,5,2,3,2,3,2,2,3,2,2,2,3,3
8652,20230529,0,3,3,3,0,1,0,2,1,0,0,0,1,2,4
8653,20230529,0,2,0,2,2,1,1,2,1,1,0,0,0,2,1
8654,20230529,0,3,0,3,3,2,2,2,2,2,2,3,2,2,2
8656,20230529,0,3,6,2,2,2,2,2,1,2,2,2,2,3,3
8657,20230529,1,2,7,4,2,3,2,2,2,2,2,3,3,4,4
8658,20230529,1,0,7,4,4,1,0,2,2,2,2,2,2,1,2
8659,20230529,0,4,8,4,2,3,1,2,1,1,1,0,1,2,1
8660,20230529,0,2,11,4,2,2,2,2,2,2,2,2,2,2,3
8661,20230529,1,0,8,4,3,3,3,1,1,1,1,1,1,2,2
8662,20230529,0,2,1,4,2,2,3,2,2,2,2,2,2,3,2
8663,20230529,1,0,6,3,4,4,4,2,4,2,2,4,4,3,4
8664,20230529,1,3,3,4,2,2,2,2,2,2,2,2,2,2,2
8665,20230529,0,4,1,2,2,2,2,1,1,1,1,2,2,2,2
8666,20230529,0,2,1,3,2,2,4,2,2,2,0,2,2,4,3
8667,20230529,1,4,1,1,2,2,0,2,2,0,0,1,1,2,0
8668,20230529,0,3,8,3,2,2,0,3,2,0,0,3,2,2,2
8669,20230529,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
8670,20230529,1,3,9,1,2,2,2,2,2,2,2,2,1,3,3
8671,20230529,0,4,10,4,2,2,2,2,2,2,2,2,2,3,3
8672,20230529,1,1,5,1,2,2,3,2,2,3,3,2,2,3,4
8673,20230529,1,2,8,3,2,3,3,2,2,2,2,1,2,2,0
8674,20230529,1,3,15,1,2,2,2,2,1,2,2,2,2,2,3
8675,20230529,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8676,20230529,0,3,12,4,2,2,3,2,2,2,3,3,2,2,4
8677,20230529,1,4,14,3,2,0,3,2,2,0,2,0,0,3,0
8678,20230529,0,4,1,3,2,2,3,2,2,2,2,2,2,3,3
8679,20230529,0,3,12,3,3,2,3,1,2,3,3,3,1,3,4
8680,20230529,0,3,1,3,2,2,4,2,2,3,1,3,2,2,1
8681,20230529,1,2,12,2,3,2,3,2,2,3,2,2,2,3,3
8682,20230529,0,2,7,2,4,4,2,2,2,4,0,3,2,4,0
8683,20230529,0,2,7,1,3,3,3,3,3,3,3,3,3,3,3
8684,20230529,0,4,1,3,2,3,3,2,3,3,3,3,3,3,2
8685,20230529,1,3,14,1,2,2,2,2,2,2,2,2,2,2,2
8686,20230529,1,3,0,3,3,2,2,1,2,3,1,2,1,2,2
8687,20230529,0,4,6,4,3,3,3,3,3,3,1,4,4,3,1
8688,20230529,0,3,10,4,2,3,0,0,2,0,0,0,0,0,0
8689,20230529,0,2,5,2,2,3,0,3,4,2,0,4,4,4,3
8690,20230529,1,4,1,3,3,1,3,1,2,2,3,2,3,3,2
8691,20230529,1,2,12,2,4,3,3,2,2,2,2,2,2,2,3
8692,20230529,1,3,8,2,2,2,3,2,2,2,2,2,2,3,3
8693,20230529,1,0,0,1,2,3,3,3,2,2,3,2,2,3,4
8694,20230529,0,3,3,3,2,2,2,2,2,2,2,3,2,2,3
8695,20230529,0,3,5,1,1,0,3,0,0,2,2,2,0,1,0
8697,20230529,0,4,1,2,2,2,3,3,3,3,3,3,3,3,4
8698,20230529,1,2,14,1,3,0,3,2,1,0,2,1,0,1,3
8699,20230529,0,3,11,3,4,1,2,1,1,1,1,1,1,3,4
8700,20230529,0,3,10,2,2,2,1,2,2,1,2,2,2,1,2
8701,20230529,0,3,9,4,2,2,2,2,2,1,2,2,2,3,4
8702,20230529,0,2,1,3,2,1,2,0,0,0,2,0,1,1,3
8703,20230529,0,4,7,3,0,2,2,2,2,2,3,2,2,2,0
8704,20230529,1,4,11,3,2,2,2,2,2,2,2,2,2,2,2
8705,20230529,1,4,9,2,1,2,1,2,3,2,1,3,3,3,1
8706,20230529,1,1,0,3,4,4,4,1,1,1,1,1,1,1,4
8707,20230529,0,2,1,3,1,2,2,3,2,1,3,3,2,3,3
8708,20230529,1,4,1,2,4,4,4,4,4,4,4,4,4,4,4
8709,20230529,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2
8710,20230529,1,2,2,2,0,0,0,0,3,0,0,4,3,4,4
8711,20230529,0,1,3,3,2,2,2,2,2,2,3,2,2,2,4
8712,20230529,0,4,4,3,3,2,3,3,3,2,2,2,2,3,2
8713,20230529,0,4,1,4,3,3,2,3,2,1,1,2,3,2,2
8714,20230529,1,4,1,1,2,2,3,2,2,2,3,2,2,3,3
8715,20230529,0,3,5,4,2,1,1,1,2,1,2,1,2,3,2
8716,20230529,0,3,11,3,2,1,3,2,2,2,1,2,1,2,3
8717,20230529,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4
8718,20230529,1,4,1,4,2,3,3,3,2,3,3,2,3,4,4
8719,20230605,1,3,8,2,3,1,3,2,3,2,2,2,4,2,3
8720,20230605,1,3,8,4,2,2,0,1,1,1,1,1,2,0,0
8721,20230605,1,3,8,4,2,1,3,2,1,2,2,2,1,3,4
8722,20230605,1,3,8,1,2,0,3,0,0,0,0,0,0,3,4
8723,20230605,1,3,8,2,2,2,2,2,2,2,2,2,2,2,1
8724,20230605,1,3,8,3,2,2,3,4,2,2,2,4,2,2,4
8725,20230605,1,3,8,4,2,2,3,2,1,3,2,3,2,3,3
8726,20230605,1,3,4,1,2,3,2,3,2,3,2,1,3,4,3
8727,20230605,1,3,15,4,2,0,2,0,2,1,0,0,1,3,0
8728,20230605,1,2,8,4,2,2,3,2,2,2,1,2,2,3,1
8729,20230605,1,2,8,2,1,2,2,0,2,3,3,1,3,2,3
8730,20230605,1,2,8,3,2,2,2,2,2,3,2,3,2,2,1
8731,20230605,1,2,8,2,2,0,1,1,0,1,1,1,1,0,3
8732,20230605,1,2,8,4,3,2,3,2,2,2,2,2,2,3,1
8733,20230605,1,2,8,1,2,2,2,2,2,3,2,3,2,2,2
8734,20230605,1,2,15,3,0,0,1,0,0,0,0,0,0,1,1
8735,20230605,1,2,14,1,3,2,4,2,2,2,2,2,2,2,4
8736,20230605,1,2,14,4,4,3,3,3,3,3,3,3,3,3,4
8737,20230605,1,2,3,2,2,2,4,2,2,4,2,2,2,2,4
8738,20230605,1,1,8,4,2,2,2,0,1,0,1,0,1,1,0
8739,20230605,1,1,8,3,1,3,2,2,2,1,1,1,1,3,3
8740,20230605,1,1,8,4,2,2,2,0,0,1,0,1,0,2,0
8742,20230605,1,1,8,4,2,3,3,1,3,1,3,1,3,3,2
8743,20230605,1,1,8,3,2,2,4,2,2,1,4,3,1,3,2
8744,20230605,1,1,8,1,3,2,3,1,2,2,2,2,2,2,3
8745,20230605,1,1,7,3,3,2,1,2,1,2,3,2,2,2,2
8746,20230605,1,1,7,4,1,0,0,1,1,1,1,3,1,3,3
8747,20230605,1,1,7,2,2,3,2,2,2,2,3,2,2,3,2
8748,20230605,1,1,12,2,1,1,1,2,1,1,1,3,4,1,1
8749,20230605,1,0,8,2,2,0,0,0,0,0,0,0,0,0,1
8751,20230605,0,4,8,4,2,2,3,2,2,1,3,1,1,2,1
8752,20230605,0,4,8,3,0,0,2,1,0,1,2,3,3,2,2
8753,20230605,0,4,8,1,0,3,2,2,2,0,0,2,2,2,2
8754,20230605,0,4,8,4,2,2,3,3,2,2,2,3,2,3,1
8756,20230605,0,4,1,1,0,1,1,0,0,0,0,0,0,1,0
8757,20230605,0,4,1,3,1,2,2,2,2,3,3,2,2,2,2
8758,20230605,0,4,1,3,2,2,2,2,2,3,2,3,2,2,3
8759,20230605,0,3,12,4,4,3,3,3,4,3,4,2,2,3,2
8760,20230605,0,3,12,3,2,2,1,1,1,1,1,1,2,2,3
8761,20230605,0,2,6,4,3,2,3,1,1,1,1,0,1,3,3
8762,20230605,0,2,6,4,3,1,1,2,1,1,2,2,2,2,3
8763,20230605,0,2,6,2,1,2,3,2,2,2,0,1,2,1,3
8765,20230605,0,1,1,3,3,4,3,2,1,1,3,2,4,4,4
8766,20230605,0,1,1,3,3,2,3,1,2,2,1,2,1,4,3
8767,20230605,0,1,1,3,2,2,2,2,2,2,3,2,2,2,2
8768,20230605,0,1,2,2,2,2,2,0,0,2,0,0,0,0,2
8769,20230605,0,1,2,2,2,1,2,1,1,1,0,1,1,1,2
8770,20230605,0,1,2,3,2,2,2,2,2,2,2,2,2,2,2
8771,20230605,0,1,2,4,3,2,4,2,2,0,2,2,1,4,0
8773,20230605,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
8774,20230605,0,0,1,4,2,2,2,2,2,2,2,2,2,2,4
8775,20230605,0,0,1,4,2,2,2,2,2,2,2,2,2,2,1
8776,20230605,0,0,1,2,2,2,2,2,4,2,2,4,4,4,4
8777,20230605,0,0,1,4,2,2,3,3,3,3,3,3,3,3,1
8778,20230605,0,0,5,2,3,2,2,3,2,2,2,4,0,4,1
8779,20230605,0,0,5,1,2,2,1,3,2,3,3,2,2,3,2
8780,20230605,0,0,8,2,1,2,2,2,2,3,2,2,2,3,4
8781,20230605,1,0,14,1,2,2,3,2,2,2,2,2,2,2,2
8782,20230605,0,0,14,3,2,2,2,2,2,2,2,2,2,1,3
8783,20230605,0,0,8,2,2,1,2,2,1,2,1,1,2,1,1
8784,20230605,0,0,8,2,2,1,2,1,1,2,2,2,1,1,1
8785,20230605,0,0,6,1,3,2,3,2,2,2,2,2,3,3,4
8786,20230605,0,0,10,2,2,2,2,2,2,2,2,2,2,2,2
8787,20230605,0,0,8,2,3,2,3,2,2,3,3,3,2,2,2
8788,20230605,0,2,8,4,2,1,3,2,2,2,2,1,1,3,2
8789,20230605,1,4,8,3,3,3,4,3,2,4,3,2,2,4,3
8790,20230605,1,0,14,3,2,1,3,2,1,1,3,1,1,2,2
8791,20230605,0,2,8,4,2,2,2,2,2,2,2,2,2,3,3
8793,20230605,0,1,8,3,2,2,2,1,1,2,1,2,2,2,1
8794,20230605,0,1,8,3,0,2,0,0,0,0,1,2,3,2,3
8795,20230605,0,1,8,4,2,2,2,2,2,2,2,2,2,2,1
8796,20230605,0,0,8,2,1,1,1,1,1,1,1,1,1,3,0
8797,20230605,0,3,8,3,2,2,2,2,2,2,2,2,2,2,2
8798,20230605,0,2,8,3,2,2,2,2,1,1,0,0,0,3,3
8799,20230605,1,4,8,4,2,1,3,2,2,1,2,3,2,3,3
8800,20230605,0,3,1,2,1,2,3,2,2,1,2,2,2,2,2
8801,20230605,1,0,1,3,2,1,2,4,2,2,1,2,2,2,2
8802,20230605,1,1,15,2,2,0,2,0,0,0,0,0,0,1,0
8803,20230605,0,2,1,4,3,4,3,0,1,1,0,3,2,4,3
8804,20230605,0,4,6,3,1,2,3,2,2,3,2,2,2,2,3
8806,20230605,1,3,7,3,2,2,3,2,2,3,3,3,2,4,2
8807,20230605,0,2,11,3,1,2,3,1,2,1,1,0,1,3,2
8808,20230605,0,4,10,2,2,2,3,2,3,2,2,2,2,3,3
8809,20230605,0,3,13,4,3,2,1,0,2,3,2,2,0,3,0
8810,20230605,1,4,10,1,2,2,3,2,2,3,1,1,2,3,3
8811,20230605,1,3,0,4,2,1,2,2,3,1,1,3,3,2,4
8812,20230605,1,2,1,1,2,2,3,2,2,2,2,2,2,3,2
8813,20230605,1,3,7,3,3,3,2,2,2,2,2,4,3,4,4
8814,20230605,1,2,7,3,1,1,2,1,1,1,1,1,1,3,2
8815,20230605,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0
8816,20230605,1,0,10,4,3,1,3,3,2,2,2,2,2,3,3
8818,20230605,1,0,3,1,4,3,4,3,2,2,3,2,2,3,4
8819,20230605,1,4,7,1,2,2,2,2,1,1,2,1,1,3,2
8820,20230605,0,3,1,4,2,1,2,2,2,2,0,2,3,3,2
8821,20230605,0,2,14,4,3,3,3,3,2,4,3,2,3,3,1
8822,20230605,1,3,1,3,0,0,2,0,0,0,0,0,0,1,0
8823,20230605,1,4,10,2,2,2,1,2,3,1,2,0,2,2,2
8824,20230605,1,3,3,3,2,0,2,2,1,2,1,2,1,3,4
8825,20230605,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2
8826,20230605,0,2,9,2,2,2,2,2,2,2,2,2,2,2,3
8827,20230605,1,1,1,4,2,2,3,2,2,3,2,2,2,3,4
8828,20230605,1,0,1,3,2,1,3,2,3,1,3,3,2,3,4
8829,20230605,0,4,10,2,2,2,1,2,2,1,1,1,1,2,0
8830,20230605,1,4,9,1,2,1,3,1,0,3,1,2,1,0,2
8831,20230605,1,2,5,3,4,3,3,3,2,3,2,3,2,3,4
8832,20230605,1,4,1,1,2,3,4,2,2,3,2,3,2,2,3
8833,20230605,0,1,0,2,2,3,3,2,2,2,2,3,2,2,4
8836,20230605,1,2,4,2,1,0,2,1,0,0,0,2,2,2,1
8837,20230605,1,0,1,1,3,2,2,2,2,2,2,2,2,2,4
8838,20230605,0,1,7,3,2,2,2,2,2,2,2,2,2,2,2
8839,20230605,0,2,5,2,1,1,2,0,0,1,3,0,0,2,0
8840,20230605,1,4,1,2,0,1,3,1,1,1,1,2,1,1,3
8841,20230605,0,4,11,2,1,1,1,1,1,1,1,2,1,1,2
8843,20230605,0,0,3,3,2,2,2,2,2,2,2,2,2,2,2
8844,20230605,0,1,9,4,3,2,3,0,0,1,0,0,0,0,4
8845,20230605,1,4,1,2,2,2,3,2,2,2,2,2,2,2,3
8846,20230605,1,4,9,2,2,2,1,3,3,2,3,3,3,4,3
8847,20230605,0,3,1,4,1,1,3,3,2,3,3,2,2,3,3
8848,20230605,1,4,4,3,2,2,2,2,3,3,3,1,2,3,2
8849,20230605,0,2,1,3,1,1,1,1,1,1,1,1,1,2,1
8850,20230605,1,1,6,1,1,1,1,2,0,0,0,3,3,0,2
8851,20230605,1,4,7,2,3,2,3,2,2,2,2,3,3,3,1
8852,20230605,1,2,1,1,4,1,3,0,0,0,0,0,3,3,4
8853,20230605,0,2,1,3,1,1,2,2,0,2,0,0,0,2,1
8854,20230605,0,2,1,4,2,2,3,2,2,3,2,3,2,2,2
8855,20230605,0,2,1,3,2,4,2,1,1,1,1,1,1,4,2
8856,20230605,0,2,7,2,3,3,0,0,3,1,3,3,3,3,3
8857,20230605,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2
8858,20230605,1,1,2,3,2,2,1,2,2,2,3,2,2,3,0
8859,20230605,0,3,5,1,1,2,1,0,2,3,2,1,1,3,3
8860,20230605,0,1,14,3,4,3,4,3,2,2,3,3,4,4,4
8861,20230605,0,2,8,4,3,3,2,2,2,2,2,2,2,3,3
8862,20230605,0,2,7,2,2,2,2,2,2,1,2,2,2,2,2
8863,20230605,1,2,12,4,2,2,2,2,2,1,1,1,2,1,3
8864,20230605,1,1,1,3,4,2,2,2,1,1,1,4,4,2,2
8865,20230605,0,1,8,2,0,0,3,0,0,3,0,0,0,4,0
8866,20230605,1,0,1,4,2,2,3,3,2,3,2,2,3,3,3
8867,20230605,1,4,1,4,2,3,3,2,2,3,2,2,2,3,3
8868,20230605,0,2,2,1,2,2,2,2,2,2,0,2,2,2,2
8869,20230605,0,4,7,2,3,3,2,3,3,3,3,4,3,3,2
8870,20230605,0,1,0,3,3,1,2,2,1,2,1,1,1,2,4
8871,20230605,1,4,11,3,2,1,3,2,2,2,2,1,2,3,1
8872,20230605,1,4,1,2,2,2,2,3,2,2,3,3,2,2,1
8873,20230605,1,1,1,3,0,0,1,2,3,2,0,3,3,2,0
8874,20230605,1,4,1,1,1,0,1,0,0,0,0,1,0,2,2
8875,20230605,1,0,4,1,2,2,2,2,2,2,2,2,2,2,2
8876,20230605,1,0,1,4,2,2,3,1,1,1,1,3,3,2,3
8877,20230605,0,3,7,1,3,1,2,2,1,2,1,2,2,3,3
8878,20230605,1,2,1,3,1,2,0,3,3,0,0,3,3,3,1
8879,20230605,0,4,5,1,0,1,1,0,1,0,2,0,0,0,0
8880,20230605,0,2,7,3,3,2,2,2,1,1,1,1,1,1,2
8881,20230605,0,1,0,3,2,2,4,4,3,4,4,2,2,2,2
8882,20230605,1,3,13,3,2,2,3,2,2,2,1,3,1,3,2
8884,20230605,0,1,7,2,0,1,3,1,0,1,1,1,1,0,2
8885,20230605,0,2,10,2,2,2,3,2,2,2,2,2,2,3,0
8886,20230605,0,2,14,3,3,1,4,2,1,2,2,4,3,3,3
8887,20230605,1,4,2,1,4,2,2,2,2,2,2,2,2,2,2
8888,20230605,1,0,2,2,2,3,4,4,3,3,3,3,3,3,4
8889,20230605,1,4,15,4,3,2,2,2,2,2,2,2,2,2,2
8890,20230605,0,4,9,4,4,2,3,2,3,3,3,2,3,3,3
8891,20230605,1,4,1,3,2,1,3,2,2,2,2,2,2,3,3
8892,20230605,1,4,14,1,2,2,2,2,2,2,2,2,2,3,2
8893,20230605,0,1,9,3,3,2,2,2,2,0,2,2,2,2,3
8894,20230605,1,2,6,2,3,2,2,2,2,2,2,1,3,3,3
8895,20230605,1,3,7,3,4,2,2,0,2,0,2,2,0,2,2
8896,20230605,0,2,1,3,2,2,3,3,2,2,3,1,1,2,3
8897,20230605,0,2,1,2,2,2,2,2,2,3,3,3,2,2,3
8898,20230605,1,0,3,1,2,2,3,2,3,2,2,3,2,4,2
8899,20230605,1,0,4,1,3,1,3,1,1,1,1,1,1,1,3
8900,20230605,0,2,1,2,3,3,2,2,2,2,3,2,2,3,1
8901,20230605,1,2,1,4,2,2,2,2,2,2,2,2,2,3,3
8902,20230605,0,2,14,3,4,4,0,0,0,0,0,4,0,4,0
8903,20230605,1,3,1,3,1,2,2,1,1,3,2,3,1,2,2
8904,20230605,1,3,1,4,2,3,4,2,2,2,2,1,3,4,4
8905,20230605,1,3,1,2,2,0,2,0,0,0,0,1,2,1,4
8906,20230605,0,3,11,2,3,0,0,0,0,0,0,3,0,0,3
8908,20230605,1,2,0,2,3,2,2,2,2,2,2,2,2,3,3
8909,20230605,0,2,7,4,3,2,2,2,1,2,1,1,1,2,0
8910,20230605,0,3,8,4,2,2,2,2,3,2,3,3,3,2,4
8911,20230605,1,0,1,3,2,2,1,2,2,3,2,2,2,2,1
8912,20230605,0,3,8,3,2,2,4,2,2,4,3,4,4,2,3
8913,20230605,0,2,1,4,2,2,2,2,2,2,2,2,2,2,1
8914,20230605,0,2,1,4,2,2,3,2,3,2,2,2,2,3,2
8915,20230605,1,1,1,3,1,0,3,2,2,2,2,3,2,2,3
8916,20230605,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0
8917,20230605,1,3,1,4,2,2,3,3,2,2,2,2,2,3,3
8918,20230605,0,4,10,4,3,2,3,2,2,2,3,3,3,2,2
8919,20230605,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3
8920,20230605,0,4,15,2,2,2,4,3,2,4,3,4,3,2,3
8922,20230605,1,1,11,2,3,1,2,2,3,2,2,2,2,3,1
8923,20230605,0,2,0,4,3,2,3,2,2,2,2,3,2,2,0
8924,20230605,1,0,1,1,3,2,4,2,2,3,2,4,2,3,4
8926,20230605,0,2,1,3,0,2,3,1,0,0,0,0,0,1,3
8927,20230605,1,3,2,3,3,2,2,2,2,2,2,2,2,2,3
8928,20230605,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2
8929,20230605,0,1,15,1,0,2,2,2,2,1,2,2,2,3,2
8931,20230605,1,4,7,2,2,2,3,2,2,3,3,2,2,1,3
8932,20230605,0,4,11,3,1,3,3,2,2,1,1,2,3,3,2
8933,20230605,1,3,12,3,2,1,2,2,2,2,2,2,2,2,2
8934,20230605,1,3,2,4,3,2,3,2,3,3,2,2,1,2,2
8935,20230605,1,2,7,3,2,2,2,2,2,2,2,2,2,2,2
8936,20230605,1,1,1,4,4,2,0,3,0,0,0,0,0,0,3
8937,20230605,1,2,2,3,4,2,3,3,3,2,2,2,2,3,2
8938,20230605,1,2,11,4,3,2,3,2,2,2,2,2,2,3,3
8940,20230605,1,2,1,4,2,0,3,3,3,2,1,2,2,3,4
8941,20230605,0,2,8,4,2,1,1,3,3,1,1,2,2,2,1
8942,20230605,0,4,0,1,2,0,0,0,2,0,0,0,0,3,0
8944,20230605,0,3,8,3,2,2,0,2,2,0,2,0,2,2,2
8945,20230605,1,4,14,2,2,2,0,1,2,2,1,1,1,2,3
8946,20230605,0,3,1,3,2,2,4,3,3,3,3,3,3,3,4
8947,20230605,0,3,15,4,2,3,3,2,2,3,1,3,1,1,2
8948,20230605,1,2,4,2,2,2,3,2,2,2,2,2,2,3,3
8949,20230605,0,1,3,1,4,1,3,0,0,1,0,0,0,0,0
8950,20230605,1,4,8,4,2,2,2,2,2,2,2,2,3,3,3
8951,20230605,0,1,14,2,2,2,0,2,2,1,0,0,0,0,0
8952,20230605,0,3,1,4,0,1,2,1,2,2,0,1,2,3,1
8953,20230605,0,1,5,4,1,1,1,1,1,0,0,3,3,3,3
8957,20230605,0,4,12,4,2,2,2,2,2,2,2,3,4,2,4
8958,20230605,1,2,1,4,2,2,2,2,2,3,3,3,3,3,2
8959,20230605,0,2,1,4,2,2,3,3,2,0,0,3,0,4,3
8960,20230605,1,2,0,3,2,2,2,1,0,0,1,0,1,3,3
8961,20230605,1,4,1,3,3,3,2,3,3,3,3,3,3,3,3
8962,20230605,0,3,4,1,2,3,3,3,2,2,2,2,3,3,4
8963,20230605,1,0,10,3,0,0,3,0,0,3,0,0,0,1,0
8964,20230605,1,4,15,3,3,2,3,2,3,2,2,2,2,2,3
8965,20230605,0,1,7,1,3,3,4,2,2,2,2,2,2,2,3
8967,20230605,0,1,5,2,1,0,2,0,2,1,1,0,2,1,0
8968,20230605,1,3,1,3,2,2,2,2,2,2,2,3,2,3,3
8970,20230605,1,3,7,3,1,1,2,2,2,2,2,2,2,2,1
8971,20230605,1,4,8,1,2,2,3,2,2,3,3,2,2,2,3
8972,20230605,1,3,12,3,2,0,4,0,3,3,0,3,2,0,2
8973,20230605,1,0,15,2,4,2,4,2,4,3,3,2,2,4,4
8974,20230605,1,0,11,1,3,4,4,2,1,2,3,2,2,3,4
8975,20230605,1,4,12,1,4,3,3,3,3,2,3,3,2,3,4
8976,20230605,1,2,5,2,3,3,3,2,2,2,2,3,3,4,4
8977,20230612,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3
8978,20230612,1,4,1,2,1,0,2,2,2,1,1,2,2,2,3
8979,20230612,1,4,1,4,1,0,3,2,1,1,2,0,0,3,2
8980,20230612,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1
8981,20230612,1,4,1,4,2,1,0,2,2,2,3,3,3,2,2
8982,20230612,1,4,1,3,4,2,4,2,2,2,2,1,2,4,3
8983,20230612,1,4,1,4,2,3,3,2,2,2,2,2,3,3,3
8984,20230612,1,4,1,4,3,2,1,0,0,0,0,0,0,0,0
8985,20230612,1,4,1,4,1,1,2,3,3,3,3,3,3,2,4
8986,20230612,1,4,1,4,2,2,3,2,2,2,3,3,3,3,2
8987,20230612,1,3,8,4,1,1,2,1,1,2,2,3,3,2,3
8988,20230612,1,3,8,4,2,2,3,2,1,3,1,2,2,3,1
8989,20230612,1,3,8,3,2,2,2,2,2,2,2,2,2,2,2
8990,20230612,1,3,8,2,0,1,3,1,2,3,2,3,2,4,1
8991,20230612,1,3,1,4,2,2,3,2,2,2,2,2,1,3,3
8992,20230612,1,3,1,4,1,2,2,3,2,3,2,4,3,2,2
8993,20230612,1,3,1,3,3,2,3,1,2,2,2,2,2,3,4
8994,20230612,1,3,1,4,2,2,1,3,3,3,1,1,2,4,3
8995,20230612,1,3,1,4,2,2,3,2,2,3,2,2,2,3,3
8996,20230612,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4
8997,20230612,1,3,1,3,2,2,2,2,2,2,2,2,2,3,3
8998,20230612,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1
8999,20230612,1,3,7,2,3,3,2,2,3,2,2,3,3,2,2
9000,20230612,1,3,7,4,4,4,4,2,2,2,2,2,2,4,2
9001,20230612,1,2,8,3,2,2,3,2,2,2,2,2,2,2,3
9002,20230612,1,2,8,3,2,3,3,1,0,3,1,2,0,2,3
9003,20230612,1,2,8,4,2,2,1,2,2,3,3,2,1,3,3
9004,20230612,1,2,8,2,3,1,0,3,2,1,0,3,2,0,1
9005,20230612,1,2,14,3,2,2,1,1,2,1,2,2,2,3,4
9006,20230612,1,2,14,1,4,4,4,4,4,4,4,4,4,4,4
9007,20230612,1,2,3,3,3,3,2,1,1,1,2,1,1,2,3
9008,20230612,1,1,1,1,2,2,3,2,2,4,1,2,3,3,2
9009,20230612,1,1,1,2,3,3,3,3,1,0,1,4,3,4,4
9011,20230612,1,1,1,2,2,3,3,2,2,2,2,2,2,3,2
9012,20230612,1,1,1,4,2,2,4,2,2,3,2,2,2,3,4
9014,20230612,1,1,1,3,2,2,3,2,2,2,2,4,2,3,4
9015,20230612,1,1,1,3,2,2,2,2,2,2,2,2,2,2,3
9016,20230612,1,1,1,4,0,0,0,1,1,3,2,1,1,3,0
9017,20230612,1,1,6,1,3,2,3,2,2,2,2,2,2,3,4
9018,20230612,1,1,6,2,2,0,1,0,1,1,0,3,0,2,2
9019,20230612,1,1,12,2,2,2,4,2,2,2,2,2,0,3,3
9020,20230612,1,1,2,3,4,3,2,2,2,2,2,2,2,4,4
9021,20230612,1,1,2,1,3,1,2,1,1,2,2,1,2,3,4
9022,20230612,1,0,1,4,2,2,2,2,2,2,2,2,2,2,3
9023,20230612,1,0,1,4,3,3,3,3,2,2,3,2,2,3,2
9025,20230612,1,0,1,4,2,2,2,3,2,3,2,1,2,3,3
9026,20230612,0,4,1,2,2,3,2,2,2,3,2,2,2,2,3
9027,20230612,0,4,1,4,2,2,2,2,2,2,2,2,2,2,2
9028,20230612,0,4,1,2,2,2,3,2,2,3,2,4,2,4,4
9029,20230612,0,4,1,4,3,3,2,2,3,1,2,2,2,2,1
9030,20230612,0,4,1,4,2,2,1,2,2,2,1,2,2,3,1
9031,20230612,0,4,1,3,1,2,3,1,1,2,2,2,1,2,2
9032,20230612,0,4,1,3,1,2,1,3,2,3,2,1,0,3,1
9033,20230612,0,4,1,4,1,2,0,2,3,1,2,2,2,4,2
9034,20230612,0,3,7,4,2,3,1,3,3,2,2,3,2,4,3
9035,20230612,0,2,8,3,1,1,3,2,1,2,1,1,1,3,4
9036,20230612,0,2,8,4,2,2,3,2,2,2,2,2,2,2,1
9037,20230612,0,2,15,3,3,2,3,2,2,1,2,1,3,4,4
9038,20230612,0,2,15,3,2,2,3,2,1,3,1,3,2,3,3
9039,20230612,0,1,4,3,3,2,3,2,2,3,3,1,1,3,2
9040,20230612,0,1,4,1,2,1,2,1,1,1,0,2,2,2,0
9041,20230612,0,1,14,3,1,3,2,2,2,2,2,2,2,2,2
9042,20230612,0,1,14,4,2,2,2,3,2,2,2,2,2,2,2
9045,20230612,0,0,8,3,2,2,3,2,2,2,2,2,2,3,1
9046,20230612,0,0,8,2,2,1,1,1,2,3,3,3,3,3,1
9047,20230612,0,0,8,2,1,1,3,1,0,1,0,2,2,3,0
9048,20230612,0,0,8,4,2,1,4,3,3,4,3,0,0,0,4
9050,20230612,0,0,8,4,1,2,3,1,2,1,2,3,3,3,2
9051,20230612,0,0,2,3,2,0,0,0,0,2,0,0,0,0,4
9052,20230612,0,0,2,2,3,3,3,2,2,3,3,2,1,4,4
9053,20230612,0,0,1,1,2,2,2,0,0,0,0,0,0,2,2
9054,20230612,0,0,1,2,0,2,0,1,0,0,0,2,0,0,2
9055,20230612,0,0,3,4,2,2,3,2,2,2,1,2,2,2,2
